,interaction,features,odds,p,is_significant,q,log_o,log_q
30164,CHEBI:4153:-,IPR041624,15000.0,0.0011844832691675848,True,0.007090980786859838,4.176091259055681,2.1492936913525895
30165,CHEBI:41609:+,IPR003699,15000.0,0.0002961208172928714,True,0.002579910146904899,4.176091259055681,2.588395419378986
30166,CHEBI:41609:+,IPR015865,6751.0,0.0005921977843285092,True,0.0042874770065988565,3.82936810798882,2.3677981960299928
30167,CHEBI:41609:+,IPR023465,6751.0,0.0005921977843285092,True,0.0042874770065988565,3.82936810798882,2.3677981960299928
30168,CHEBI:41609:+,IPR023468,6751.0,0.0005921977843285092,True,0.0042874770065988565,3.82936810798882,2.3677981960299928
30169,CHEBI:41609:+,IPR036100,15000.0,0.0002961208172928714,True,0.002579910146904899,4.176091259055681,2.588395419378986
30170,CHEBI:41609:+,IPR042118,15000.0,0.0002961208172928714,True,0.002579910146904899,4.176091259055681,2.588395419378986
30171,CHEBI:41609:+,IPR042119,15000.0,0.0002961208172928714,True,0.002579910146904899,4.176091259055681,2.588395419378986
30172,CHEBI:41609:-,IPR001371,15000.0,0.0017767249037539956,True,0.00936780348966067,4.176091259055681,2.0283622281247555
30174,CHEBI:4153:-,IPR012334,106.93650793650794,0.011789712119778566,True,0.02967849712047639,2.0291259978990968,1.5275580949297196
30175,CHEBI:4153:-,IPR011050,96.22857142857143,0.012961966316500012,True,0.03120744684174721,1.9833040384773362,1.5057417605848156
30177,CHEBI:4139:-,IPR037524,176.68421052631578,0.011516218830590853,True,0.029233789235571416,2.2471977402951837,1.534114888459127
30178,CHEBI:4139:-,IPR040742,15000.0,0.005774355937211416,True,0.01951452603516567,4.176091259055681,1.7096419923105752
30179,CHEBI:4139:-,IPR041074,15000.0,0.005774355937211416,True,0.01951452603516567,4.176091259055681,1.7096419923105752
30180,CHEBI:4139:-,IPR041233,15000.0,0.005774355937211416,True,0.01951452603516567,4.176091259055681,1.7096419923105752
30181,CHEBI:4139:-,IPR041392,15000.0,0.005774355937211416,True,0.01951452603516567,4.176091259055681,1.7096419923105752
30182,CHEBI:4139:-,IPR043159,15000.0,0.005774355937211416,True,0.01951452603516567,4.176091259055681,1.7096419923105752
30183,CHEBI:4139:-,IPR045885,58.87719298245614,0.022903176764817693,True,0.04414530391782585,1.7699470964841713,1.3551154889391608
30184,CHEBI:41482:-,IPR001753,15000.0,0.0010364228605267583,True,0.006558398294815764,4.176091259055681,2.183202211944169
30185,CHEBI:41482:-,IPR010198,15000.0,0.00014806040864667896,True,0.001575791608879229,4.176091259055681,2.8025012164770935
30186,CHEBI:41482:-,IPR014748,15000.0,0.0010364228605267583,True,0.006558398294815764,4.176091259055681,2.183202211944169
30187,CHEBI:41482:-,IPR029045,15000.0,0.002961208172933588,True,0.013123958585549716,4.176091259055681,1.881935148759596
30188,CHEBI:4153:-,IPR000734,192.6,0.007088504314273077,True,0.021750516245756742,2.2846562827885157,1.6625304306623219
30189,CHEBI:4153:-,IPR000743,321.0952380952381,0.004730570596157049,True,0.017326443233671104,2.506633864942721,1.7612905799592111
30190,CHEBI:4153:-,IPR001024,64.1047619047619,0.018805004953020996,True,0.03884533375335204,1.806890291486808,1.4106611428059863
30191,CHEBI:4153:-,IPR002331,481.7142857142857,0.0035497674766178855,True,0.014537136803524312,2.682789525938448,1.8375211225607018
30192,CHEBI:4153:-,IPR006626,481.7142857142857,0.0035497674766178855,True,0.014537136803524312,2.682789525938448,1.8375211225607018
30193,CHEBI:4153:-,IPR008183,321.0952380952381,0.004730570596157049,True,0.017326443233671104,2.506633864942721,1.7612905799592111
30194,CHEBI:4153:-,IPR008928,45.74829931972789,0.025776682764621646,True,0.04763821568362997,1.6603749539262695,1.3220445136306078
30195,CHEBI:4153:-,IPR010905,963.5714285714286,0.00236773873104818,True,0.011342989441267177,2.983883913993666,1.945272472184886
30203,CHEBI:4167:-,IPR000125,15000.0,0.018655611489484383,True,0.0387652199703266,4.176091259055681,1.4115577473160916
30220,CHEBI:4167:+,IPR045785,15000.0,0.006810778797745382,True,0.02133960494643153,4.176091259055681,1.670813624797816
30224,CHEBI:4167:+,IPR036872,49.666666666666664,0.026971986203830324,True,0.04880003052858663,1.6960650136926116,1.311579906308917
30226,CHEBI:4167:+,IPR036875,149.04444444444445,0.0135761725746635,True,0.0320424240151384,2.1733157925653077,1.4942746368893667
30227,CHEBI:4167:+,IPR036878,149.04444444444445,0.0135761725746635,True,0.0320424240151384,2.1733157925653077,1.4942746368893667
30229,CHEBI:4167:+,IPR037111,149.04444444444445,0.0135761725746635,True,0.0320424240151384,2.1733157925653077,1.4942746368893667
30231,CHEBI:4167:+,IPR037607,49.666666666666664,0.026971986203830324,True,0.04880003052858663,1.6960650136926116,1.311579906308917
30232,CHEBI:4167:+,IPR037919,74.5111111111111,0.020296477086175175,True,0.04085966956740092,1.8722210396534764,1.3887051498336418
30233,CHEBI:4167:+,IPR038178,49.666666666666664,0.026971986203830324,True,0.04880003052858663,1.6960650136926116,1.311579906308917
30234,CHEBI:4167:+,IPR038199,49.666666666666664,0.026971986203830324,True,0.04880003052858663,1.6960650136926116,1.311579906308917
30235,CHEBI:4167:+,IPR038534,49.666666666666664,0.026971986203830324,True,0.04880003052858663,1.6960650136926116,1.311579906308917
30238,CHEBI:4167:+,IPR039693,49.666666666666664,0.026971986203830324,True,0.04880003052858663,1.6960650136926116,1.311579906308917
30239,CHEBI:4167:+,IPR041624,15000.0,0.006810778797745382,True,0.02133960494643153,4.176091259055681,1.670813624797816
30240,CHEBI:4167:+,IPR041751,49.666666666666664,0.026971986203830324,True,0.04880003052858663,1.6960650136926116,1.311579906308917
30241,CHEBI:4167:+,IPR041867,74.5111111111111,0.020296477086175175,True,0.04085966956740092,1.8722210396534764,1.3887051498336418
30242,CHEBI:4167:+,IPR043360,49.666666666666664,0.026971986203830324,True,0.04880003052858663,1.6960650136926116,1.311579906308917
30243,CHEBI:4167:-,IPR001479,15000.0,0.018655611489484383,True,0.0387652199703266,4.176091259055681,1.4115577473160916
30245,CHEBI:4167:+,IPR036580,49.666666666666664,0.026971986203830324,True,0.04880003052858663,1.6960650136926116,1.311579906308917
30253,CHEBI:4167:-,IPR010401,15000.0,0.018655611489484383,True,0.0387652199703266,4.176091259055681,1.4115577473160916
30255,CHEBI:4167:-,IPR011041,15000.0,0.018655611489484383,True,0.0387652199703266,4.176091259055681,1.4115577473160916
30265,CHEBI:4167:-,IPR012769,15000.0,0.018655611489484383,True,0.0387652199703266,4.176091259055681,1.4115577473160916
30266,CHEBI:4167:-,IPR012938,15000.0,0.018655611489484383,True,0.0387652199703266,4.176091259055681,1.4115577473160916
30279,CHEBI:4167:-,IPR002372,15000.0,0.018655611489484383,True,0.0387652199703266,4.176091259055681,1.4115577473160916
30282,CHEBI:4167:-,IPR004888,15000.0,0.018655611489484383,True,0.0387652199703266,4.176091259055681,1.4115577473160916
30288,CHEBI:4167:-,IPR006421,15000.0,0.018655611489484383,True,0.0387652199703266,4.176091259055681,1.4115577473160916
30289,CHEBI:4167:-,IPR006501,15000.0,0.018655611489484383,True,0.0387652199703266,4.176091259055681,1.4115577473160916
30293,CHEBI:4167:+,IPR018056,49.666666666666664,0.026971986203830324,True,0.04880003052858663,1.6960650136926116,1.311579906308917
30295,CHEBI:4167:+,IPR016125,149.04444444444445,0.0135761725746635,True,0.0320424240151384,2.1733157925653077,1.4942746368893667
30298,CHEBI:4167:+,IPR016577,49.666666666666664,0.026971986203830324,True,0.04880003052858663,1.6960650136926116,1.311579906308917
30300,CHEBI:4167:+,IPR017400,15000.0,0.006810778797745382,True,0.02133960494643153,4.176091259055681,1.670813624797816
30303,CHEBI:4167:+,IPR018113,149.04444444444445,0.0135761725746635,True,0.0320424240151384,2.1733157925653077,1.4942746368893667
30312,CHEBI:4167:+,IPR018992,149.04444444444445,0.0135761725746635,True,0.0320424240151384,2.1733157925653077,1.4942746368893667
30319,CHEBI:4167:+,IPR010394,149.04444444444445,0.0135761725746635,True,0.0320424240151384,2.1733157925653077,1.4942746368893667
30323,CHEBI:4167:+,IPR011299,15000.0,0.006810778797745382,True,0.02133960494643153,4.176091259055681,1.670813624797816
30328,CHEBI:4167:+,IPR011943,74.5111111111111,0.020296477086175175,True,0.04085966956740092,1.8722210396534764,1.3887051498336418
30329,CHEBI:4167:+,IPR011948,49.666666666666664,0.026971986203830324,True,0.04880003052858663,1.6960650136926116,1.311579906308917
30331,CHEBI:4167:+,IPR012819,49.666666666666664,0.026971986203830324,True,0.04880003052858663,1.6960650136926116,1.311579906308917
30332,CHEBI:4167:+,IPR012911,49.666666666666664,0.026971986203830324,True,0.04880003052858663,1.6960650136926116,1.311579906308917
30333,CHEBI:4167:+,IPR013013,149.04444444444445,0.0135761725746635,True,0.0320424240151384,2.1733157925653077,1.4942746368893667
30339,CHEBI:4167:+,IPR036440,149.04444444444445,0.0135761725746635,True,0.0320424240151384,2.1733157925653077,1.4942746368893667
30340,CHEBI:4167:+,IPR033693,149.04444444444445,0.0135761725746635,True,0.0320424240151384,2.1733157925653077,1.4942746368893667
30343,CHEBI:4167:+,IPR031588,149.04444444444445,0.0135761725746635,True,0.0320424240151384,2.1733157925653077,1.4942746368893667
30346,CHEBI:4167:+,IPR032312,74.5111111111111,0.020296477086175175,True,0.04085966956740092,1.8722210396534764,1.3887051498336418
30350,CHEBI:4167:+,IPR033694,149.04444444444445,0.0135761725746635,True,0.0320424240151384,2.1733157925653077,1.4942746368893667
30353,CHEBI:4167:+,IPR034641,15000.0,0.006810778797745382,True,0.02133960494643153,4.176091259055681,1.670813624797816
30355,CHEBI:4167:+,IPR035659,49.666666666666664,0.026971986203830324,True,0.04880003052858663,1.6960650136926116,1.311579906308917
30362,CHEBI:4167:+,IPR029489,74.5111111111111,0.020296477086175175,True,0.04085966956740092,1.8722210396534764,1.3887051498336418
30363,CHEBI:4167:+,IPR029477,49.666666666666664,0.026971986203830324,True,0.04880003052858663,1.6960650136926116,1.311579906308917
30368,CHEBI:4167:+,IPR022735,49.666666666666664,0.026971986203830324,True,0.04880003052858663,1.6960650136926116,1.311579906308917
30369,CHEBI:4167:+,IPR023230,49.666666666666664,0.026971986203830324,True,0.04880003052858663,1.6960650136926116,1.311579906308917
30370,CHEBI:4167:+,IPR023232,49.666666666666664,0.026971986203830324,True,0.04880003052858663,1.6960650136926116,1.311579906308917
30379,CHEBI:4167:+,IPR028994,74.5111111111111,0.020296477086175175,True,0.04085966956740092,1.8722210396534764,1.3887051498336418
30385,CHEBI:4139:+,IPR005850,674.2,0.003254917225846219,True,0.01383289873614419,2.828788748184953,1.8590868023058347
30386,CHEBI:4139:+,IPR005849,674.2,0.003254917225846219,True,0.01383289873614419,2.828788748184953,1.8590868023058347
30391,CHEBI:37721:-,IPR016377,15000.0,0.0063665975718216455,True,0.02049913440028067,4.176091259055681,1.6882644771451467
30392,CHEBI:37721:-,IPR017782,79.86904761904762,0.018981242799349096,True,0.03898027548140675,1.9023785058139877,1.4091550959615462
30394,CHEBI:37721:-,IPR018337,159.76190476190476,0.012693598357494484,True,0.03099822433626241,2.2034732297710917,1.5086631830382964
30396,CHEBI:37721:-,IPR019800,159.76190476190476,0.012693598357494484,True,0.03099822433626241,2.2034732297710917,1.5086631830382964
30397,CHEBI:37721:-,IPR021792,15000.0,0.0063665975718216455,True,0.02049913440028067,4.176091259055681,1.6882644771451467
30398,CHEBI:37721:-,IPR032091,159.76190476190476,0.012693598357494484,True,0.03099822433626241,2.2034732297710917,1.5086631830382964
30399,CHEBI:37721:-,IPR022263,15000.0,0.0063665975718216455,True,0.02049913440028067,4.176091259055681,1.6882644771451467
30400,CHEBI:37721:-,IPR022527,15000.0,0.0063665975718216455,True,0.02049913440028067,4.176091259055681,1.6882644771451467
30402,CHEBI:37721:-,IPR023027,79.86904761904762,0.018981242799349096,True,0.03898027548140675,1.9023785058139877,1.4091550959615462
30405,CHEBI:37721:-,IPR026891,79.86904761904762,0.018981242799349096,True,0.03898027548140675,1.9023785058139877,1.4091550959615462
30406,CHEBI:37721:-,IPR027424,15000.0,0.0063665975718216455,True,0.02049913440028067,4.176091259055681,1.6882644771451467
30407,CHEBI:37721:-,IPR027636,15000.0,0.0063665975718216455,True,0.02049913440028067,4.176091259055681,1.6882644771451467
30416,CHEBI:37721:-,IPR000669,53.23809523809524,0.0252297699152422,True,0.047179433469559384,1.7262225088164853,1.3262472784254427
30420,CHEBI:37721:-,IPR001764,79.86904761904762,0.018981242799349096,True,0.03898027548140675,1.9023785058139877,1.4091550959615462
30421,CHEBI:37721:-,IPR002772,79.86904761904762,0.018981242799349096,True,0.03898027548140675,1.9023785058139877,1.4091550959615462
30422,CHEBI:37721:-,IPR003318,159.76190476190476,0.012693598357494484,True,0.03099822433626241,2.2034732297710917,1.5086631830382964
30427,CHEBI:37721:-,IPR011658,159.76190476190476,0.012693598357494484,True,0.03099822433626241,2.2034732297710917,1.5086631830382964
30429,CHEBI:37721:-,IPR012769,15000.0,0.0063665975718216455,True,0.02049913440028067,4.176091259055681,1.6882644771451467
30432,CHEBI:37721:-,IPR032282,53.23809523809524,0.0252297699152422,True,0.047179433469559384,1.7262225088164853,1.3262472784254427
30433,CHEBI:37721:+,IPR039137,67.33,0.017783191580368826,True,0.037595891279471286,1.8282086144679455,1.4248596149700732
30434,CHEBI:37788:-,IPR006545,1687.0,0.0014801655838468798,True,0.008338729959106932,3.2271150825891253,2.0789000901000834
30435,CHEBI:37788:-,IPR002219,481.2857142857143,0.004437207981923563,True,0.016701283313898974,2.6824029709668635,1.777250156712795
30436,CHEBI:37788:-,IPR003595,749.2222222222222,0.002959234911169935,True,0.013123958585549716,2.874610650237315,1.881935148759596
30437,CHEBI:37788:-,IPR003598,612.8181818181819,0.003550555690261388,True,0.014537136803524312,2.7873316419805665,1.8375211225607018
30438,CHEBI:37788:-,IPR003599,612.8181818181819,0.003550555690261388,True,0.014537136803524312,2.7873316419805665,1.8375211225607018
30439,CHEBI:37788:-,IPR003961,674.2,0.003254917225837604,True,0.01383289873614419,2.828788748184953,1.8590868023058347
30440,CHEBI:37788:-,IPR004328,3375.0,0.0008882309011050071,True,0.005841845657900462,3.5282737771670436,2.233449921311051
30441,CHEBI:37788:-,IPR006020,6751.0,0.0005921977843285092,True,0.0042874770065988565,3.82936810798882,2.3677981960299928
30442,CHEBI:37788:-,IPR006349,843.0,0.002663508746216732,True,0.012203849327157196,2.9258275746247424,1.913503162942786
30443,CHEBI:37788:-,IPR006357,674.2,0.003254917225837604,True,0.01383289873614419,2.828788748184953,1.8590868023058347
30444,CHEBI:37788:-,IPR007110,612.8181818181819,0.003550555690261388,True,0.014537136803524312,2.7873316419805665,1.8375211225607018
30445,CHEBI:37721:-,IPR035680,53.23809523809524,0.0252297699152422,True,0.047179433469559384,1.7262225088164853,1.3262472784254427
30446,CHEBI:37788:-,IPR008343,843.0,0.002663508746216732,True,0.012203849327157196,2.9258275746247424,1.913503162942786
30447,CHEBI:37788:-,IPR008356,3375.0,0.0008882309011050071,True,0.005841845657900462,3.5282737771670436,2.233449921311051
30448,CHEBI:37788:-,IPR008425,1687.0,0.0014801655838468798,True,0.008338729959106932,3.2271150825891253,2.0789000901000834
30449,CHEBI:37788:-,IPR009060,1349.4,0.0017760671498469281,True,0.00936780348966067,3.130140705819276,2.0283622281247555
30450,CHEBI:37788:-,IPR010033,6751.0,0.0005921977843285092,True,0.0042874770065988565,3.82936810798882,2.3677981960299928
30451,CHEBI:37788:-,IPR010036,6751.0,0.0005921977843285092,True,0.0042874770065988565,3.82936810798882,2.3677981960299928
30452,CHEBI:37788:-,IPR010569,3375.0,0.0008882309011050071,True,0.005841845657900462,3.5282737771670436,2.233449921311051
30453,CHEBI:37788:-,IPR011011,374.1111111111111,0.005618797133884819,True,0.01911673129129983,2.5730006069487636,1.7185863643355161
30454,CHEBI:37788:-,IPR011019,6751.0,0.0005921977843285092,True,0.0042874770065988565,3.82936810798882,2.3677981960299928
30455,CHEBI:37788:-,IPR002115,612.8181818181819,0.003550555690261388,True,0.014537136803524312,2.7873316419805665,1.8375211225607018
30456,CHEBI:37788:-,IPR002044,561.6666666666666,0.0038461503044152977,True,0.01539282377623022,2.749478650487695,1.8126817025894097
30457,CHEBI:37788:-,IPR001763,396.1764705882353,0.005323465621268516,True,0.01822937380002076,2.5978886786807305,1.7392282496042932
30458,CHEBI:37788:-,IPR001623,2249.6666666666665,0.001184220167602321,True,0.007090980786859838,3.3521181734217267,2.1492936913525895
30461,CHEBI:37721:-,IPR036881,79.86904761904762,0.018981242799349096,True,0.03898027548140675,1.9023785058139877,1.4091550959615462
30462,CHEBI:37721:-,IPR036962,79.86904761904762,0.018981242799349096,True,0.03898027548140675,1.9023785058139877,1.4091550959615462
30463,CHEBI:37721:-,IPR037524,159.76190476190476,0.012693598357494484,True,0.03099822433626241,2.2034732297710917,1.5086631830382964
30465,CHEBI:37788:-,IPR000242,1124.3333333333333,0.0020719248655495714,True,0.010507208509701167,3.0508950864695388,1.978512649324834
30466,CHEBI:37788:-,IPR000299,1687.0,0.0014801655838468798,True,0.008338729959106932,3.2271150825891253,2.0789000901000834
30467,CHEBI:37788:-,IPR000306,3375.0,0.0008882309011050071,True,0.005841845657900462,3.5282737771670436,2.233449921311051
30468,CHEBI:37788:-,IPR000340,612.8181818181819,0.003550555690261388,True,0.014537136803524312,2.7873316419805665,1.8375211225607018
30469,CHEBI:37788:-,IPR000387,561.6666666666666,0.0038461503044152977,True,0.01539282377623022,2.749478650487695,1.8126817025894097
30470,CHEBI:37788:-,IPR000560,481.2857142857143,0.004437207981923563,True,0.016701283313898974,2.6824029709668635,1.777250156712795
30471,CHEBI:37788:-,IPR000751,1349.4,0.0017760671498469281,True,0.00936780348966067,3.130140705819276,2.0283622281247555
30472,CHEBI:37788:-,IPR000980,561.6666666666666,0.0038461503044152977,True,0.01539282377623022,2.749478650487695,1.8126817025894097
30473,CHEBI:37788:-,IPR000998,843.0,0.002663508746216732,True,0.012203849327157196,2.9258275746247424,1.913503162942786
30474,CHEBI:37788:-,IPR001148,749.2222222222222,0.002959234911169935,True,0.013123958585549716,2.874610650237315,1.881935148759596
30475,CHEBI:37788:-,IPR001251,1687.0,0.0014801655838468798,True,0.008338729959106932,3.2271150825891253,2.0789000901000834
30476,CHEBI:37788:-,IPR001452,396.1764705882353,0.005323465621268516,True,0.01822937380002076,2.5978886786807305,1.7392282496042932
30477,CHEBI:37788:-,IPR001478,749.2222222222222,0.002959234911169935,True,0.013123958585549716,2.874610650237315,1.881935148759596
30478,CHEBI:37721:+,IPR039148,96.22857142857143,0.01296196631657719,True,0.03120744684174721,1.9833040384773362,1.5057417605848156
30479,CHEBI:37721:+,IPR036907,112.28333333333333,0.011350116795959384,True,0.029048995112753162,2.0503152969690346,1.5368688864934301
30480,CHEBI:4139:+,IPR004134,674.2,0.003254917225846219,True,0.01383289873614419,2.828788748184953,1.8590868023058347
30481,CHEBI:37713:+,IPR008948,15000.0,0.003553449807520319,True,0.014537136803524312,4.176091259055681,1.8375211225607018
30482,CHEBI:37548:-,IPR006384,3375.0,0.0008882309011063196,True,0.005841845657900462,3.5282737771670436,2.233449921311051
30483,CHEBI:37548:-,IPR016965,3375.0,0.0008882309011063196,True,0.005841845657900462,3.5282737771670436,2.233449921311051
30484,CHEBI:37548:-,IPR023214,54.83606557377049,0.02729121032969307,True,0.04920694360535965,1.7390662870930749,1.3079736094944632
30485,CHEBI:37548:-,IPR023411,3375.0,0.0008882309011063196,True,0.005841845657900462,3.5282737771670436,2.233449921311051
30486,CHEBI:37548:-,IPR023412,3375.0,0.0008882309011063196,True,0.005841845657900462,3.5282737771670436,2.233449921311051
30487,CHEBI:37548:-,IPR036412,54.83606557377049,0.02729121032969307,True,0.04920694360535965,1.7390662870930749,1.3079736094944632
30488,CHEBI:37548:-,IPR036816,3375.0,0.0008882309011063196,True,0.005841845657900462,3.5282737771670436,2.233449921311051
30489,CHEBI:37713:+,IPR000362,15000.0,0.0023689665383468724,True,0.011342989441267177,4.176091259055681,1.945272472184886
30490,CHEBI:37713:+,IPR004708,15000.0,0.00014806040864667896,True,0.001575791608879229,4.176091259055681,2.8025012164770935
30491,CHEBI:37713:+,IPR018951,15000.0,0.001184483269173434,True,0.007090980786859838,4.176091259055681,2.1492936913525895
30492,CHEBI:37721:+,IPR000560,48.06428571428572,0.02417818968075423,True,0.04583763653734215,1.681822492624392,1.3387777833891057
30493,CHEBI:37713:+,IPR020557,15000.0,0.0023689665383468724,True,0.011342989441267177,4.176091259055681,1.945272472184886
30494,CHEBI:37713:+,IPR022761,15000.0,0.0023689665383468724,True,0.011342989441267177,4.176091259055681,1.945272472184886
30495,CHEBI:37713:+,IPR024083,15000.0,0.0032573289902269494,True,0.01383289873614419,4.176091259055681,1.8590868023058347
30496,CHEBI:37713:-,IPR000362,449.1333333333333,0.004732671045303407,True,0.017326443233671104,2.652375288296997,1.7612905799592111
30497,CHEBI:37713:-,IPR004708,15000.0,0.0002961208172928714,True,0.002579910146904899,4.176091259055681,2.588395419378986
30498,CHEBI:37713:-,IPR008948,292.5652173913044,0.007094796942842079,True,0.021750516245756742,2.4662226922850374,1.6625304306623219
30499,CHEBI:37713:-,IPR018951,963.5714285714286,0.002367738731055967,True,0.011342989441267177,2.983883913993666,1.945272472184886
30500,CHEBI:37713:-,IPR020557,449.1333333333333,0.004732671045303407,True,0.017326443233671104,2.652375288296997,1.7612905799592111
30501,CHEBI:37713:-,IPR022761,449.1333333333333,0.004732671045303407,True,0.017326443233671104,2.652375288296997,1.7612905799592111
30502,CHEBI:37548:-,IPR006357,337.05,0.004878761406896151,True,0.017619760290778694,2.52769433147481,1.754000004272451
30503,CHEBI:37548:-,IPR006349,421.4375,0.003992896841784494,True,0.01581032767966273,2.6247331770207154,1.8010591289296116
30504,CHEBI:37548:-,IPR001427,3375.0,0.0008882309011063196,True,0.005841845657900462,3.5282737771670436,2.233449921311051
30505,CHEBI:37480:-,IPR036554,612.8181818181819,0.003550555690261388,True,0.014537136803524312,2.7873316419805665,1.8375211225607018
30506,CHEBI:37081:-,IPR036393,79.86904761904762,0.01898124279930346,True,0.03898027548140675,1.9023785058139877,1.4091550959615462
30507,CHEBI:37081:-,IPR036724,1124.6666666666667,0.0017759356769697578,True,0.00936780348966067,3.051023823533444,2.0283622281247555
30508,CHEBI:37081:-,IPR036843,3375.0,0.0008882309011063196,True,0.005841845657900462,3.5282737771670436,2.233449921311051
30509,CHEBI:37081:-,IPR037086,3375.0,0.0008882309011063196,True,0.005841845657900462,3.5282737771670436,2.233449921311051
30510,CHEBI:37081:-,IPR041745,15000.0,0.00044418122593996165,True,0.003513406151036167,4.176091259055681,2.454271642704955
30511,CHEBI:37081:-,IPR042199,1687.25,0.0013321490449561793,True,0.007747483864980666,3.227179436813427,2.11083931955556
30512,CHEBI:37081:-,IPR045865,69.82291666666667,0.021610535306839082,True,0.04234933599167621,1.8439979863541578,1.373153394717258
30513,CHEBI:37480:+,IPR005886,15000.0,0.0005922416345867181,True,0.0042874770065988565,4.176091259055681,2.3677981960299928
30514,CHEBI:37480:+,IPR016040,15000.0,0.0019247853124068324,True,0.010008123181364358,4.176091259055681,1.9996473579251892
30516,CHEBI:37480:-,IPR000705,3375.0,0.0008882309011050071,True,0.005841845657900462,3.5282737771670436,2.233449921311051
30517,CHEBI:37480:-,IPR006203,749.2222222222222,0.002959234911169935,True,0.013123958585549716,2.874610650237315,1.881935148759596
30518,CHEBI:37480:-,IPR006204,561.6666666666666,0.0038461503044152977,True,0.01539282377623022,2.749478650487695,1.8126817025894097
30519,CHEBI:37480:-,IPR006206,2249.6666666666665,0.001184220167602321,True,0.007090980786859838,3.3521181734217267,2.1492936913525895
30520,CHEBI:37480:-,IPR013750,843.0,0.002663508746216732,True,0.012203849327157196,2.9258275746247424,1.913503162942786
30521,CHEBI:37480:-,IPR014721,203.6060606060606,0.010043507791326567,True,0.026789472555512353,2.3087907012118474,1.5720358369138316
30522,CHEBI:37480:-,IPR019539,3375.0,0.0008882309011050071,True,0.005841845657900462,3.5282737771670436,2.233449921311051
30523,CHEBI:37480:-,IPR019741,6751.0,0.0005921977843285092,True,0.0042874770065988565,3.82936810798882,2.3677981960299928
30524,CHEBI:37480:-,IPR020568,172.12820512820514,0.011810629487605095,True,0.029702507268663067,2.2358520401584214,1.5272068891681232
30525,CHEBI:37713:-,IPR024083,320.5238095238095,0.006504528570007123,True,0.020746305231639083,2.5058602958228264,1.6830592368019135
30528,CHEBI:37721:+,IPR023296,56.09166666666667,0.020985437508778723,True,0.04162254573944012,1.748898344509121,1.380671360770719
30529,CHEBI:37721:+,IPR016695,168.475,0.00811923695994347,True,0.023631321565963332,2.22653546504374,1.6265119900580163
30532,CHEBI:37721:+,IPR019807,84.1875,0.014571426495879745,True,0.03352945106585887,1.9252476130670608,1.4745735566522986
30533,CHEBI:37721:+,IPR022672,84.1875,0.014571426495879745,True,0.03352945106585887,1.9252476130670608,1.4745735566522986
30534,CHEBI:37721:+,IPR022673,84.1875,0.014571426495879745,True,0.03352945106585887,1.9252476130670608,1.4745735566522986
30536,CHEBI:37721:+,IPR023230,224.66666666666666,0.006500200249178911,True,0.020746305231639083,2.351538641815657,1.6830592368019135
30537,CHEBI:37721:+,IPR023232,224.66666666666666,0.006500200249178911,True,0.020746305231639083,2.351538641815657,1.6830592368019135
30538,CHEBI:37721:+,IPR028375,48.06428571428572,0.02417818968075423,True,0.04583763653734215,1.681822492624392,1.3387777833891057
30539,CHEBI:37721:+,IPR001312,84.1875,0.014571426495879745,True,0.03352945106585887,1.9252476130670608,1.4745735566522986
30540,CHEBI:37721:+,IPR028783,74.82222222222222,0.01617850052253507,True,0.03551508647629467,1.874030602612745,1.449587123519538
30541,CHEBI:37721:+,IPR028797,67.33,0.017783191580368826,True,0.037595891279471286,1.8282086144679455,1.4248596149700732
30545,CHEBI:37721:+,IPR032270,51.76923076923077,0.022582998729211726,True,0.04373375812398349,1.71407171191714,1.3591832013109806
30546,CHEBI:37721:+,IPR032312,337.05,0.004878761406901883,True,0.017619760290778694,2.52769433147481,1.754000004272451
30547,CHEBI:37721:+,IPR033379,51.76923076923077,0.022582998729211726,True,0.04373375812398349,1.71407171191714,1.3591832013109806
30548,CHEBI:37721:+,IPR036156,134.76,0.009735874742375049,True,0.02614679640378677,2.1295610023090825,1.5825815148038915
30549,CHEBI:37721:+,IPR014718,67.33,0.017783191580368826,True,0.037595891279471286,1.8282086144679455,1.4248596149700732
30551,CHEBI:37721:+,IPR011831,48.06428571428572,0.02417818968075423,True,0.04583763653734215,1.681822492624392,1.3387777833891057
30553,CHEBI:37721:+,IPR003469,337.05,0.004878761406901883,True,0.017619760290778694,2.52769433147481,1.754000004272451
30554,CHEBI:37721:+,IPR004199,337.05,0.004878761406901883,True,0.017619760290778694,2.52769433147481,1.754000004272451
30557,CHEBI:37721:+,IPR005836,48.06428571428572,0.02417818968075423,True,0.04583763653734215,1.681822492624392,1.3387777833891057
30558,CHEBI:37721:+,IPR006101,224.66666666666666,0.006500200249178911,True,0.020746305231639083,2.351538641815657,1.6830592368019135
30559,CHEBI:37721:+,IPR006102,224.66666666666666,0.006500200249178911,True,0.020746305231639083,2.351538641815657,1.6830592368019135
30560,CHEBI:37721:+,IPR006103,168.475,0.00811923695994347,True,0.023631321565963332,2.22653546504374,1.6265119900580163
30561,CHEBI:37721:+,IPR006104,224.66666666666666,0.006500200249178911,True,0.020746305231639083,2.351538641815657,1.6830592368019135
30562,CHEBI:37721:+,IPR006146,112.28333333333333,0.011350116795959384,True,0.029048995112753162,2.0503152969690346,1.5368688864934301
30563,CHEBI:37721:+,IPR006179,112.28333333333333,0.011350116795959384,True,0.029048995112753162,2.0503152969690346,1.5368688864934301
