,interaction,features,odds,p,is_significant,q,log_o,log_q
5446,CHEBI:15422:-,IPR000407,27.96330275229358,0.003400330825224418,True,0.014372078515432147,1.4465884647269394,1.842480418886969
5450,CHEBI:58315:-,IPR045357,15.864285714285714,0.001401067730953165,True,0.008098725310844069,1.2004205228702358,2.091583331001613
5452,CHEBI:18135:-,IPR002227,240.0,1.7352495317770008e-06,True,4.248830016327381e-05,2.380211241711606,4.371730643456905
5453,CHEBI:16761:-,IPR002478,11.613084112149533,0.008374627721043935,True,0.02393790128190988,1.0649475715918866,1.620913928350658
5454,CHEBI:16761:-,IPR031686,34.850467289719624,0.0018918191682543522,True,0.009912365580462634,1.5422086056760975,2.00382268901196
5455,CHEBI:16761:-,IPR040170,17.422429906542057,0.0044495958264406865,True,0.016720778398282107,1.2411087259534084,1.776743508822251
5456,CHEBI:17659:-,IPR035595,19.33823529411765,0.0012382932018481332,True,0.007381828570374891,1.2864168401195404,2.131836044727561
5459,CHEBI:58095:-,IPR041904,121.95731707317073,1.889466255111875e-05,True,0.00031189152267954733,2.0862078617975284,3.505996429358046
5463,CHEBI:15422:-,IPR013131,13.979357798165138,0.007886346556529493,True,0.023360717261924315,1.1454872206858147,1.6315138268801173
5464,CHEBI:9532:+,IPR002880,15000.0,3.0004177884819254e-08,True,1.330384328448785e-06,4.176091259055681,5.876022879624603
5465,CHEBI:57926:-,IPR005106,394.05882352941177,1.922096066784311e-06,True,4.643157210980111e-05,2.5955610564128264,4.3331866114651465
5468,CHEBI:57926:+,IPR041740,674.0,9.134403518125752e-08,True,3.5287194057880318e-06,2.82865989653532,5.452382874188286
5470,CHEBI:58095:+,IPR036329,134.52,4.4717114272091315e-06,True,9.569396353541257e-05,2.128786858642598,4.019115457060622
5471,CHEBI:15422:+,IPR006179,22.04391891891892,0.0011562074482960234,True,0.007090980786859838,1.34328880495138,2.1492936913525895
5472,CHEBI:57926:-,IPR006204,39.35294117647059,0.000130587542664566,True,0.0014433557407900505,1.5949771963895492,2.8406266160850495
5475,CHEBI:17677:-,IPR011068,139.6056338028169,3.817073136389772e-05,True,0.0005460451363193155,2.1449029446489316,3.26277145684798
5477,CHEBI:15422:-,IPR036523,15000.0,0.0009166853047415646,True,0.006006269815226808,4.176091259055681,2.2213951622082804
5478,CHEBI:9532:+,IPR002869,1062.7894736842106,1.1976338045533308e-07,True,4.506340373883969e-06,3.0264472443235793,5.346176008147747
5479,CHEBI:17939:-,IPR016024,14.040673211781206,0.0018335676679539193,True,0.009649935155491734,1.1473879315225897,2.015475604967787
5481,CHEBI:15422:-,IPR013118,13.979357798165138,0.007886346556529493,True,0.023360717261924315,1.1454872206858147,1.6315138268801173
5483,CHEBI:10049:-,IPR029057,63.8,3.90446676136071e-05,True,0.0005558010354397148,1.8048206787211623,3.255080648481037
5484,CHEBI:57972:-,IPR002292,46.95316159250586,9.288644255513527e-05,True,0.0011049441486201258,1.6716648408183319,2.95665967361607
5485,CHEBI:57926:+,IPR027795,421.0625,2.686005974437422e-07,True,8.893152313763421e-06,2.6243465646967534,5.050944269422726
5487,CHEBI:29073:-,IPR008979,16.767676767676768,0.001333545508576407,True,0.0077525301988397325,1.224472893442505,2.110556533357142
5490,CHEBI:57972:-,IPR001917,23.451990632318502,0.0005019711921477657,True,0.003903336618086856,1.3701797120378665,2.4085639941776846
5493,CHEBI:9532:-,IPR036890,117.94736842105263,6.476585094106839e-06,True,0.00013108916100298458,2.0716882555822322,3.8824332160993746
5494,CHEBI:57926:-,IPR001342,15000.0,4.832620962677067e-07,True,1.4462682897201459e-05,4.176091259055681,4.839751135853982
5496,CHEBI:15422:+,IPR001440,14.691441441441441,0.0026406642939049633,True,0.012203849327157196,1.1670644084078678,1.913503162942786
5498,CHEBI:18132:-,IPR017850,30.445454545454545,0.0002289363974969435,True,0.002247453947149489,1.4835224623816419,2.6483091986842853
5499,CHEBI:15422:-,IPR000121,13.979357798165138,0.007886346556529493,True,0.023360717261924315,1.1454872206858147,1.6315138268801173
5501,CHEBI:17677:-,IPR007012,139.6056338028169,3.817073136389772e-05,True,0.0005460451363193155,2.1449029446489316,3.26277145684798
5502,CHEBI:15521:-,IPR023213,237.49411764705883,1.2321086686347029e-06,True,3.221171502631981e-05,2.375652857308,4.4919861517205595
5503,CHEBI:29073:-,IPR036318,10.048484848484849,0.004755260208888096,True,0.017386513964912986,1.0021005820003486,1.7597874862876062
5504,CHEBI:9532:+,IPR033412,15000.0,3.0004177884819254e-08,True,1.330384328448785e-06,4.176091259055681,5.876022879624603
5505,CHEBI:16761:-,IPR000407,34.850467289719624,0.0018918191682543522,True,0.009912365580462634,1.5422086056760975,2.00382268901196
5508,CHEBI:15422:+,IPR036907,22.04391891891892,0.0011562074482960234,True,0.007090980786859838,1.34328880495138,2.1492936913525895
5510,CHEBI:58315:-,IPR036263,286.2857142857143,4.80942227702314e-06,True,0.00010149563601233819,2.456799677180951,3.9935526306227387
5511,CHEBI:29073:+,IPR041070,15000.0,2.4467043238595444e-06,True,5.743159869722679e-05,4.176091259055681,4.240849094293094
5513,CHEBI:17677:-,IPR030048,15000.0,9.695635767873122e-06,True,0.00018035813557532824,4.176091259055681,3.743864262795119
5515,CHEBI:15521:-,IPR042572,1011.3,3.810234807982102e-08,True,1.6502847962649782e-06,3.0048800072406343,5.7824411013780415
5517,CHEBI:15521:-,IPR042231,367.3636363636364,3.947253096426672e-07,True,1.2302342965981258e-05,2.565096165284423,4.910012169837314
5519,CHEBI:17939:-,IPR015211,72.81521739130434,2.9240258867375027e-05,True,0.00043980387285505267,1.8622221504455452,3.3567409506183092
5520,CHEBI:15521:-,IPR039551,367.3636363636364,3.947253096426672e-07,True,1.2302342965981258e-05,2.565096165284423,4.910012169837314
5521,CHEBI:15422:+,IPR013554,15000.0,3.6495990917938194e-05,True,0.0005233803472203974,4.176091259055681,3.2811825890212782
5523,CHEBI:17659:-,IPR007657,116.11764705882354,6.484251404555923e-05,True,0.0008298122217348605,2.064898226955344,3.0810201730344966
5524,CHEBI:17709:-,IPR025980,1188.1764705882354,8.867574899276881e-08,True,3.44171264924481e-06,3.074880947809334,5.463225392014503
5525,CHEBI:16761:-,IPR006434,17.422429906542057,0.0044495958264406865,True,0.016720778398282107,1.2411087259534084,1.776743508822251
5526,CHEBI:15422:+,IPR006146,22.04391891891892,0.0011562074482960234,True,0.007090980786859838,1.34328880495138,2.1492936913525895
5527,CHEBI:57926:-,IPR014721,12.654648956356736,0.002426533040955381,True,0.011580325971290934,1.1022501022061064,1.936279215605092
5528,CHEBI:58095:+,IPR041912,15000.0,1.589831763249934e-08,True,7.490966456165759e-07,4.176091259055681,6.125462147653957
5530,CHEBI:15422:-,IPR004549,27.96330275229358,0.003400330825224418,True,0.014372078515432147,1.4465884647269394,1.842480418886969
5531,CHEBI:10048:-,IPR000836,111.7,1.1560355479802539e-05,True,0.00020909592377250648,2.048053173115609,3.6796544334681376
5532,CHEBI:15422:-,IPR005809,27.96330275229358,0.003400330825224418,True,0.014372078515432147,1.4465884647269394,1.842480418886969
5533,CHEBI:16761:-,IPR039756,34.850467289719624,0.0018918191682543522,True,0.009912365580462634,1.5422086056760975,2.00382268901196
5540,CHEBI:57926:-,IPR000870,15000.0,4.832620962677067e-07,True,1.4462682897201459e-05,4.176091259055681,4.839751135853982
5541,CHEBI:15422:-,IPR012911,27.96330275229358,0.003400330825224418,True,0.014372078515432147,1.4465884647269394,1.842480418886969
5542,CHEBI:17709:-,IPR036265,169.58823529411765,2.6302699770017515e-06,True,6.075535453857895e-05,2.2293957210099338,4.216415440460828
5544,CHEBI:58095:+,IPR018301,149.48888888888888,3.445520058222639e-06,True,7.641638281560957e-05,2.1746089139074587,4.116813523575118
5548,CHEBI:57972:-,IPR000634,23.451990632318502,0.0005019711921477657,True,0.003903336618086856,1.3701797120378665,2.4085639941776846
5550,CHEBI:9410:+,IPR017850,101.6969696969697,1.1430650439238388e-05,True,0.0002072404839197852,2.0073080122787754,3.6835254022783395
5552,CHEBI:17709:-,IPR024951,1188.1764705882354,8.867574899276881e-08,True,3.44171264924481e-06,3.074880947809334,5.463225392014503
5556,CHEBI:16761:-,IPR036974,11.613084112149533,0.008374627721043935,True,0.02393790128190988,1.0649475715918866,1.620913928350658
5557,CHEBI:28368:-,IPR013500,280.25,8.510327683581663e-05,True,0.0010290583744025541,2.4475456212670106,2.9875599887343114
5558,CHEBI:4167:-,IPR017754,15000.0,0.0003453208109299077,True,0.0029239417340735626,4.176091259055681,2.534031285894224
5559,CHEBI:28368:-,IPR010666,140.08333333333334,0.00021175152232191672,True,0.0021137919590790474,2.1463864673918462,2.6749377584997562
5560,CHEBI:15351:+,IPR036784,144.4731182795699,0.00022941044901491928,True,0.002247453947149489,2.1597870466156914,2.6483091986842853
5561,CHEBI:15351:+,IPR036890,21.616129032258065,0.005031078769102643,True,0.01789844617750393,1.3347779241016422,1.7471846699042726
5562,CHEBI:16113:-,IPR017850,18.759103641456583,0.006514202127648974,True,0.020746305231639083,1.2732120828239863,1.6830592368019135
5563,CHEBI:28368:-,IPR013048,15000.0,1.4251335054215317e-05,True,0.0002467163857457401,4.176091259055681,3.607802005748862
5564,CHEBI:16469:+,IPR013784,43.29677419354839,0.0014820167817340252,True,0.008344251608814189,1.6364555406460006,2.0786126088633914
5566,CHEBI:28368:-,IPR013034,280.25,8.510327683581663e-05,True,0.0010290583744025541,2.4475456212670106,2.9875599887343114
5568,CHEBI:16113:-,IPR002365,640.952380952381,3.321333902493482e-05,True,0.00048703925962418986,2.8068257651540387,3.312436029440541
5569,CHEBI:15351:-,IPR010953,74.84269662921348,0.0010585581253579415,True,0.006686189345901797,1.874149427011946,2.174821328802985
5570,CHEBI:16469:+,IPR014020,61.88018433179724,0.000815824826905011,True,0.005565176590460051,1.7915515987274453,2.254521050368703
5571,CHEBI:17345:-,IPR016192,13.130952380952381,0.014517752922675807,True,0.03346845162014055,1.118296226378309,1.475364379317865
5572,CHEBI:17336:-,IPR015590,61.98148148148148,0.0009915280529321391,True,0.006426122718432491,1.7922619525348087,2.1920509850669214
5573,CHEBI:18132:-,IPR004843,23.64726631393298,0.004259198770615504,True,0.016403975173487323,1.3737809423932947,1.785050896664827
5574,CHEBI:62085:-,IPR011042,15000.0,4.604277479034031e-06,True,9.802371332949541e-05,4.176091259055681,4.008668849589526
5575,CHEBI:28368:-,IPR013049,560.5833333333334,4.265269235453586e-05,True,0.0005941621623445905,2.7486401816351775,3.226095008554195
5576,CHEBI:28368:-,IPR013030,280.25,8.510327683581663e-05,True,0.0010290583744025541,2.4475456212670106,2.9875599887343114
5577,CHEBI:4167:-,IPR019800,15000.0,0.0003453208109299077,True,0.0029239417340735626,4.176091259055681,2.534031285894224
5578,CHEBI:15422:-,IPR002495,15000.0,0.009449555996405033,True,0.025711201256345538,4.176091259055681,1.589877632154695
5579,CHEBI:28368:-,IPR013499,280.25,8.510327683581663e-05,True,0.0010290583744025541,2.4475456212670106,2.9875599887343114
5580,CHEBI:16908:+,IPR037207,362.9189189189189,9.712301724875879e-05,True,0.0011456915222736045,2.5598096085089797,2.9409323005261303
5582,CHEBI:58199:+,IPR033139,374.44444444444446,3.425657593177239e-05,True,0.0004989138080532427,2.573387391432014,3.3019744762605687
5583,CHEBI:16113:-,IPR008930,128.11428571428573,0.00023057181321458698,True,0.0022509008504218112,2.10759755957266,2.6476436347476144
5584,CHEBI:17345:-,IPR017665,26.27777777777778,0.0050856672688622245,True,0.01807418805727714,1.4195886356345055,1.7429412033094718
5585,CHEBI:4170:-,IPR005135,22.23,0.005441389820742302,True,0.01858887391537639,1.3469394626989906,1.7307469183050728
5586,CHEBI:18132:-,IPR013216,160.16666666666666,0.0001650361440460755,True,0.0017185601563424096,2.204572137284902,2.7648352612513376
5587,CHEBI:28368:-,IPR011010,280.25,8.510327683581663e-05,True,0.0010290583744025541,2.4475456212670106,2.9875599887343114
5588,CHEBI:16077:-,IPR011833,74.62222222222222,0.0005982558995372653,True,0.004318060903702351,1.8728681780266863,2.3647112364910594
5589,CHEBI:9532:+,IPR012000,47.98571428571429,0.0011823817260137371,True,0.007090980786859838,1.6811119638274075,2.1492936913525895
5590,CHEBI:58199:+,IPR029030,374.44444444444446,3.425657593177239e-05,True,0.0004989138080532427,2.573387391432014,3.3019744762605687
5591,CHEBI:16908:-,IPR003781,17.11725955204216,0.013166178992352314,True,0.03157605769680973,1.2334342360016197,1.5006420930546744
5593,CHEBI:16469:+,IPR000626,61.88018433179724,0.000815824826905011,True,0.005565176590460051,1.7915515987274453,2.254521050368703
5595,CHEBI:4170:-,IPR002291,89.0,0.0007584804731376285,True,0.0052387985732888585,1.9493900066449128,2.2807682994315854
5596,CHEBI:16908:+,IPR037225,362.9189189189189,9.712301724875879e-05,True,0.0011456915222736045,2.5598096085089797,2.9409323005261303
5598,CHEBI:29073:+,IPR045109,15000.0,0.0001835571954975756,True,0.001876884205456976,4.176091259055681,2.7265625203900163
5599,CHEBI:4170:-,IPR003764,178.02666666666667,0.0003820672003477394,True,0.003180670994499266,2.25048506027949,2.497481251566383
5600,CHEBI:16469:+,IPR013235,216.74193548387098,0.0001380686420843417,True,0.0015113948820135144,2.3359429472554623,2.820622052752789
